season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,pred_cnt
1,1,3,0,1,1,1,0.545,0.72875,0.162317,6153,5360.3908857833
2,1,3,0,0,0,2,0.4375,0.880833,0.220775,4996,4129.58844047619
2,1,3,0,2,1,1,0.323333,0.29,0.187192,5102,4718.65082841482
2,1,3,0,4,1,1,0.494167,0.439167,0.31965,6133,5689.72017490842
2,1,4,0,2,1,1,0.466667,0.396667,0.100133,6772,6160.37669208072
2,1,4,0,4,1,1,0.435,0.374167,0.219529,6457,6009.40946047812
2,1,4,0,5,1,1,0.403333,0.377083,0.300388,6460,5309.13542525855
2,1,4,0,3,1,1,0.348696,0.469565,0.295274,4862,5015.7601161247
2,1,4,0,0,0,1,0.606667,0.507917,0.225129,7132,6382.73056455546
2,1,4,1,1,0,1,0.664167,0.561667,0.284829,6370,6280.22169153959
2,1,4,0,4,1,1,0.498333,0.6125,0.0659292,6565,6221.29884634664
2,1,5,0,2,1,2,0.613333,0.659583,0.156096,5740,6162.41146010296
2,1,5,0,4,1,2,0.56,0.768333,0.133696,6421,5711.82713867439
2,1,5,0,6,0,2,0.621667,0.756667,0.152992,6883,5570.89188272201
2,1,5,0,4,1,1,0.593333,0.52,0.229475,7384,6874.78609284953
2,1,5,0,5,1,1,0.564167,0.523333,0.136817,7639,6967.75990237334
2,1,5,0,6,0,1,0.6,0.45625,0.083975,8294,7118.15825854203
2,1,5,0,1,1,2,0.598333,0.81125,0.233204,4359,4463.5283529601
2,1,5,1,1,0,1,0.7125,0.67625,0.196521,6043,6437.80259828562
2,1,5,0,3,1,2,0.656667,0.67,0.134329,6855,6257.74612457664
2,1,6,0,2,1,2,0.653333,0.833333,0.214546,4972,4997.33448986486
2,1,6,0,6,0,1,0.631667,0.504167,0.166667,7702,7501.26888044937
3,1,6,0,4,1,1,0.805833,0.567917,0.118787,5905,6452.20984294872
3,1,6,0,5,1,1,0.7775,0.57375,0.182842,5823,6765.40528540904
3,1,6,0,0,0,1,0.743333,0.479167,0.145525,6891,6741.35464037
3,1,6,0,1,1,1,0.715833,0.504167,0.300383,6779,6882.74526140175
3,1,6,0,3,1,1,0.6975,0.36,0.271775,7335,7309.46165503529
3,1,6,0,4,1,1,0.749167,0.4225,0.17165,6879,7133.99098459813
3,1,6,0,5,1,1,0.834167,0.48875,0.165417,5463,6474.53652350427
3,1,7,0,4,1,1,0.8275,0.457917,0.194029,6241,6157.08096726191
3,1,7,0,4,1,1,0.715833,0.529583,0.146775,7446,7099.75319819703
3,1,7,0,4,1,1,0.77,0.600417,0.165429,6591,6616.84594742063
3,1,7,0,4,1,1,0.776667,0.596667,0.284813,6861,6473.00064583333
3,1,7,0,5,1,1,0.781667,0.594583,0.152992,6904,6581.15879861111
3,1,7,0,0,0,1,0.721667,0.62375,0.170396,6597,6487.07239632238
3,1,7,0,2,1,1,0.713333,0.704167,0.165425,7216,6646.36731277338
3,1,8,0,4,1,1,0.7525,0.659583,0.129354,7261,7106.12536951877
3,1,8,0,2,1,2,0.735833,0.70375,0.116908,7273,6468.31781902109
3,1,8,0,4,1,1,0.755833,0.620417,0.1561,7286,7064.74581197909
3,1,8,0,5,1,2,0.715833,0.715833,0.238813,5786,6285.98623767188
3,1,8,0,2,1,1,0.726667,0.686667,0.169158,6784,6883.46740305116
3,1,8,0,3,1,1,0.706667,0.619583,0.169771,7347,7370.57915106703
3,1,8,0,4,1,1,0.719167,0.519167,0.141796,7605,7224.58883578861
3,1,8,0,5,1,1,0.723333,0.570833,0.231354,7148,7276.59505404258
3,1,8,0,1,1,2,0.635833,0.734167,0.129979,6530,6120.41628153153
3,1,8,0,4,1,1,0.706667,0.590417,0.0771167,7713,7374.95213858364
3,1,9,0,3,1,1,0.736667,0.74125,0.187808,7112,6757.4476031746
3,1,9,0,6,0,2,0.659167,0.799167,0.281104,5976,5609.85403153153
3,1,9,0,3,1,1,0.599167,0.577083,0.131846,7870,7483.69962138898
3,1,9,0,4,1,1,0.6125,0.637083,0.0827208,7804,7631.89030791431
3,1,9,0,1,1,2,0.580833,0.734583,0.151742,6869,6166.18423391248
4,1,9,0,0,0,1,0.529167,0.467083,0.223258,7907,7163.26546576682
4,1,9,0,1,1,1,0.514167,0.492917,0.142404,7436,6975.08668997317
4,1,9,0,5,1,2,0.619167,0.69,0.164179,7415,6949.5094481982
4,1,9,0,6,0,1,0.5425,0.542917,0.227604,8555,7644.51182016243
4,1,10,0,2,1,3,0.590833,0.871667,0.104475,4639,4780.2095106982
4,1,10,0,3,1,2,0.6575,0.79375,0.0665458,7572,6022.69331724582
4,1,10,0,4,1,2,0.6575,0.722917,0.117546,7328,6706.6713567195
4,1,10,0,5,1,1,0.615,0.6275,0.10635,8156,7334.36663041125
4,1,10,0,6,0,1,0.554167,0.664167,0.268025,7965,7162.67178917952
4,1,10,0,3,1,1,0.514167,0.630833,0.187821,7691,7156.50249065799
4,1,10,0,6,0,1,0.393333,0.494583,0.146142,7109,5467.66321011842
4,1,10,0,6,0,1,0.484167,0.572917,0.117537,8090,7050.33403917952
4,1,10,0,2,1,1,0.544167,0.641667,0.0945458,7466,7075.22374949698
4,1,10,0,4,1,2,0.55,0.800417,0.124375,7359,6434.56831724581
4,1,10,0,1,1,3,0.44,0.88,0.3582,22,3905.86091666666
4,1,10,0,2,1,2,0.318182,0.825455,0.213009,1096,4297.295375
4,1,10,0,3,1,2,0.3575,0.666667,0.166667,5566,5248.58202380952
4,1,11,0,4,1,2,0.365833,0.581667,0.157346,5986,5016.12421642247
4,1,11,0,6,0,2,0.343333,0.49125,0.270529,5138,4986.71455555556
4,1,11,0,5,1,1,0.361667,0.540833,0.214558,5992,5285.21845784548
4,1,11,0,0,0,1,0.3425,0.692917,0.227612,4669,4563.5173556721
4,1,11,0,0,0,1,0.245833,0.468333,0.1505,2424,4016.06443503718
4,1,11,0,4,1,1,0.28087,0.555652,0.115522,5323,5013.59360464313
4,1,12,0,6,0,2,0.298333,0.806667,0.0597042,5191,4518.21050108225
4,1,12,0,2,1,1,0.475833,0.73375,0.174129,6606,5713.92765476191
4,1,12,0,4,1,1,0.255833,0.50875,0.174754,5375,4109.50347563069
4,1,12,0,5,1,2,0.320833,0.764167,0.1306,5008,4525.47908243146
4,1,12,0,1,1,2,0.435833,0.925,0.190308,5170,4353.0432797619
4,1,12,0,0,0,2,0.3625,0.83875,0.100742,3786,4311.6444018759
4,1,12,0,1,1,2,0.393333,0.907083,0.0982583,4585,4462.52399603175
4,1,12,0,3,1,1,0.3325,0.625417,0.184092,5267,5186.03801915209
1,1,12,0,3,1,3,0.243333,0.823333,0.316546,441,2320.55322705314
1,1,12,0,4,1,2,0.254167,0.652917,0.350133,2114,2816.1473033863
